ID,Name,Category,Rank,Traits,Override Buy Price,Override Sell Price,Override Count
wea_ser_022,$wea_ser_022,Weapon,1,,,,
wea_ser_023,Seraphic Wing,Weapon,1,DLC,,,
wea_ser_024,Azrael,Weapon,1,DLC,,,
wea_ser_025,Genji Bow,Weapon,1,DLC,,,
wea_ser_026,Seraphic Wing: ∑,Weapon,1,DLC,,,
wea_ser_027,Seraphic Wing: Ω,Weapon,1,DLC,,,
wea_ser_028,Seraphic Wing: ∞,Weapon,1,DLC,,,
wea_ser_029,Azrael: ∑,Weapon,1,DLC,,,
wea_ser_030,Azrael: Ω,Weapon,1,DLC,,,
wea_ser_031,Azrael: ∞,Weapon,1,DLC,,,
wea_ser_032,Genji Bow: Kiku,Weapon,1,DLC,,,
wea_ser_033,$wea_ser_033,Weapon,1,DLC,,,
wea_ser_034,True Genji Bow,Weapon,1,DLC,,,
# Fragment Skills
privilege01,Mog's Manifestation,FragmentSkill,1,FragmentSkill,,,
privilege02,Bargain Hunter,FragmentSkill,1,FragmentSkill,,,
privilege03,Haggler,FragmentSkill,1,FragmentSkill,,,
privilege04,Chocobo Music,FragmentSkill,1,FragmentSkill,,,
privilege05,Anti-grav Jump,FragmentSkill,1,FragmentSkill,,,
privilege06,Paradox Scope (Skill),FragmentSkill,1,FragmentSkill,,,
privilege08,Rolling in CP,FragmentSkill,1,FragmentSkill,,,
privilege10,Mobile Mog,FragmentSkill,1,FragmentSkill,,,
privilege11,Monster Collector,FragmentSkill,1,FragmentSkill,,,
privilege12,Encounter Master,FragmentSkill,1,FragmentSkill,,,
privilege14,Battlemania,FragmentSkill,1,FragmentSkill,,,
privilege15,Field Killer,FragmentSkill,1,FragmentSkill,,,
# 17 skipped 
privilege18,Eyes of the Goddess,FragmentSkill,1,FragmentSkill,,,
